ticker,company,agenda_category,our_decision,majority_decision,majority_strength,alignment,status
175330,JB금융지주,articles_amendment,FOR,FOR,18/19,follows_consensus,exact
175330,JB금융지주,other,FOR,FOR,3/4,follows_consensus,exact
175330,JB금융지주,cash_dividend,FOR,FOR,9/9,follows_consensus,exact
175330,JB금융지주,director_election,FOR,FOR,73/98,follows_consensus,exact
021240,코웨이,financial_statements,FOR,FOR,6/6,follows_consensus,exact
021240,코웨이,articles_amendment,FOR,FOR,54/57,follows_consensus,exact
021240,코웨이,other,FOR,,,no_data,exact
021240,코웨이,director_election,FOR,FOR,55/68,follows_consensus,exact
021240,코웨이,cash_dividend,FOR,FOR,4/4,follows_consensus,exact
271560,오리온,financial_statements,FOR,FOR,2/2,follows_consensus,exact
271560,오리온,director_election,FOR,FOR,8/8,follows_consensus,exact
271560,오리온,director_compensation,FOR,FOR,3/5,follows_consensus,exact
022100,포스코DX,financial_statements,FOR,FOR,2/2,follows_consensus,exact
022100,포스코DX,articles_amendment,FOR,FOR,2/2,follows_consensus,exact
022100,포스코DX,director_election,FOR,FOR,15/15,follows_consensus,exact
022100,포스코DX,director_compensation,FOR,FOR,4/6,follows_consensus,exact
036570,엔씨소프트,financial_statements,FOR,,,no_data,exact
036570,엔씨소프트,director_election,FOR,,,no_data,exact
036570,엔씨소프트,audit_committee_election,FOR,,,no_data,exact
036570,엔씨소프트,director_compensation,FOR,,,no_data,exact
086520,에코프로,financial_statements,FOR,FOR,12/12,follows_consensus,exact
086520,에코프로,articles_amendment,FOR,FOR,25/30,follows_consensus,exact
086520,에코프로,other,FOR,,,no_data,exact
086520,에코프로,director_election,FOR,FOR,26/27,follows_consensus,exact
247540,에코프로비엠,financial_statements,FOR,FOR,4/5,follows_consensus,exact
247540,에코프로비엠,articles_amendment,FOR,FOR,7/10,follows_consensus,exact
247540,에코프로비엠,director_election,FOR,FOR,28/30,follows_consensus,exact
196170,알테오젠,director_compensation,FOR,FOR,35/40,follows_consensus,exact
196170,알테오젠,other,FOR,FOR,13/13,follows_consensus,exact
058470,리노공업,financial_statements,FOR,FOR,5/7,follows_consensus,exact
058470,리노공업,articles_amendment,FOR,FOR,21/27,follows_consensus,exact
058470,리노공업,director_election,FOR,FOR,25/27,follows_consensus,exact
058470,리노공업,director_compensation,FOR,FOR,26/26,follows_consensus,exact
277810,레인보우로보틱스,financial_statements,FOR,FOR,2/3,follows_consensus,exact
277810,레인보우로보틱스,director_election,FOR,FOR,17/20,follows_consensus,exact
277810,레인보우로보틱스,audit_committee_election,FOR,FOR,9/9,follows_consensus,exact
277810,레인보우로보틱스,director_compensation,FOR,FOR,5/6,follows_consensus,exact
000250,삼천당제약,financial_statements,FOR,FOR,2/2,follows_consensus,exact
000250,삼천당제약,audit_committee_election,FOR,FOR,4/4,follows_consensus,exact
000250,삼천당제약,director_election,FOR,FOR,16/16,follows_consensus,exact
000250,삼천당제약,director_compensation,FOR,FOR,12/18,follows_consensus,exact
000250,삼천당제약,cash_dividend,FOR,FOR,6/6,follows_consensus,exact
298380,에이비엘바이오,financial_statements,FOR,FOR,6/6,follows_consensus,exact
298380,에이비엘바이오,articles_amendment,FOR,FOR,5/9,follows_consensus,exact
298380,에이비엘바이오,director_election,FOR,FOR,8/8,follows_consensus,exact
298380,에이비엘바이오,director_compensation,FOR,FOR,27/30,follows_consensus,exact
298380,에이비엘바이오,other,FOR,FOR,2/2,follows_consensus,exact
028300,HLB,financial_statements,FOR,FOR,2/2,follows_consensus,exact
028300,HLB,director_election,FOR,FOR,18/20,follows_consensus,exact
028300,HLB,audit_committee_election,FOR,FOR,6/8,follows_consensus,exact
028300,HLB,director_compensation,FOR,FOR,8/10,follows_consensus,exact
141080,리가켐바이오,financial_statements,FOR,FOR,6/6,follows_consensus,exact
141080,리가켐바이오,articles_amendment,FOR,FOR,6/6,follows_consensus,exact
141080,리가켐바이오,other,FOR,,,no_data,exact
141080,리가켐바이오,cash_dividend,FOR,FOR,2/2,follows_consensus,exact
141080,리가켐바이오,director_election,FOR,FOR,6/6,follows_consensus,exact
141080,리가켐바이오,director_compensation,REVIEW,FOR,13/20,weak_consensus_review_ok,exact
052690,한전기술,financial_statements,FOR,FOR,3/3,follows_consensus,exact
052690,한전기술,director_compensation,FOR,FOR,12/12,follows_consensus,exact
052690,한전기술,director_election,FOR,FOR,9/10,follows_consensus,exact
011200,HMM,financial_statements,FOR,FOR,2/2,follows_consensus,exact
011200,HMM,director_election,FOR,FOR,21/23,follows_consensus,exact
011200,HMM,director_compensation,FOR,FOR,11/11,follows_consensus,exact
039030,이오테크닉스,financial_statements,FOR,FOR,5/5,follows_consensus,exact
039030,이오테크닉스,cash_dividend,FOR,FOR,11/14,follows_consensus,exact
039030,이오테크닉스,other,FOR,FOR,4/4,follows_consensus,exact
039030,이오테크닉스,articles_amendment,FOR,FOR,5/5,follows_consensus,exact
039030,이오테크닉스,director_election,FOR,FOR,19/20,follows_consensus,exact
039030,이오테크닉스,audit_committee_election,FOR,FOR,2/2,follows_consensus,exact
039030,이오테크닉스,director_compensation,FOR,FOR,16/18,follows_consensus,exact
036930,주성엔지니어링,financial_statements,FOR,AGAINST,2/2,unique,exact
036930,주성엔지니어링,articles_amendment,FOR,FOR,21/29,follows_consensus,exact
036930,주성엔지니어링,director_election,FOR,FOR,30/31,follows_consensus,exact
036930,주성엔지니어링,director_compensation,FOR,FOR,10/15,follows_consensus,exact
240810,원익IPS,financial_statements,FOR,FOR,4/4,follows_consensus,exact
240810,원익IPS,director_election,FOR,FOR,7/11,follows_consensus,exact
240810,원익IPS,audit_committee_election,FOR,AGAINST,3/3,unique,exact
240810,원익IPS,director_compensation,FOR,FOR,10/11,follows_consensus,exact
087010,펩트론,financial_statements,FOR,FOR,5/5,follows_consensus,exact
087010,펩트론,director_election,FOR,FOR,14/14,follows_consensus,exact
087010,펩트론,audit_committee_election,FOR,AGAINST,1/1,unique,exact
087010,펩트론,director_compensation,FOR,FOR,13/15,follows_consensus,exact
087010,펩트론,cash_dividend,FOR,FOR,3/3,follows_consensus,exact
214370,케어젠,financial_statements,FOR,FOR,1/1,follows_consensus,exact
214370,케어젠,articles_amendment,FOR,FOR,2/2,follows_consensus,exact
214370,케어젠,director_election,FOR,FOR,4/4,follows_consensus,exact
214370,케어젠,director_compensation,FOR,FOR,3/3,follows_consensus,exact
310210,보로노이,financial_statements,FOR,FOR,3/3,follows_consensus,exact
310210,보로노이,director_election,FOR,FOR,7/7,follows_consensus,exact
310210,보로노이,director_compensation,FOR,FOR,12/14,follows_consensus,exact
310210,보로노이,other,FOR,,,no_data,exact
108490,로보티즈,financial_statements,FOR,FOR,4/4,follows_consensus,exact
108490,로보티즈,director_compensation,FOR,AGAINST,7/12,weak_consensus_aligned,exact
095340,ISC,financial_statements,FOR,FOR,3/3,follows_consensus,exact
095340,ISC,cash_dividend,FOR,FOR,15/15,follows_consensus,exact
095340,ISC,director_election,FOR,FOR,31/33,follows_consensus,exact
095340,ISC,director_compensation,FOR,FOR,15/21,follows_consensus,exact
095340,ISC,articles_amendment,FOR,FOR,26/27,follows_consensus,exact
095340,ISC,other,FOR,,,no_data,exact
440110,파두,financial_statements,FOR,FOR,1/1,follows_consensus,exact
440110,파두,other,FOR,,,no_data,exact
440110,파두,director_election,FOR,FOR,5/5,follows_consensus,exact
440110,파두,audit_committee_election,FOR,FOR,4/4,follows_consensus,exact
403870,HPSP,financial_statements,FOR,FOR,2/2,follows_consensus,exact
403870,HPSP,director_election,FOR,FOR,31/31,follows_consensus,exact
403870,HPSP,audit_committee_election,FOR,FOR,15/17,follows_consensus,exact
403870,HPSP,director_compensation,FOR,FOR,14/14,follows_consensus,exact
263750,펄어비스,financial_statements,FOR,FOR,4/4,follows_consensus,exact
263750,펄어비스,director_election,FOR,FOR,14/14,follows_consensus,exact
263750,펄어비스,director_compensation,FOR,FOR,11/18,follows_consensus,exact
032820,우리기술,financial_statements,FOR,FOR,1/1,follows_consensus,exact
032820,우리기술,director_compensation,FOR,AGAINST,1/1,unique,exact
214150,클래시스,financial_statements,FOR,FOR,3/3,follows_consensus,exact
214150,클래시스,articles_amendment,FOR,FOR,5/7,follows_consensus,exact
214150,클래시스,director_election,FOR,FOR,38/38,follows_consensus,exact
214150,클래시스,audit_committee_election,FOR,FOR,21/21,follows_consensus,exact
214150,클래시스,director_compensation,FOR,FOR,14/14,follows_consensus,exact
214150,클래시스,other,FOR,FOR,2/2,follows_consensus,exact
357780,솔브레인,financial_statements,FOR,FOR,5/6,follows_consensus,exact
357780,솔브레인,articles_amendment,FOR,FOR,16/16,follows_consensus,exact
357780,솔브레인,director_compensation,FOR,FOR,15/22,follows_consensus,exact
357780,솔브레인,director_election,FOR,FOR,14/14,follows_consensus,exact
178320,서진시스템,financial_statements,FOR,FOR,3/3,follows_consensus,exact
178320,서진시스템,director_election,FOR,FOR,4/4,follows_consensus,exact
178320,서진시스템,audit_committee_election,FOR,AGAINST,5/5,unique,exact
178320,서진시스템,director_compensation,FOR,FOR,14/17,follows_consensus,exact
178320,서진시스템,other,FOR,,,no_data,exact
226950,올릭스,director_election,FOR,AGAINST,3/4,aligns_with_outlier,exact
064760,티씨케이,financial_statements,FOR,FOR,4/4,follows_consensus,exact
064760,티씨케이,director_election,FOR,FOR,43/46,follows_consensus,exact
064760,티씨케이,audit_committee_election,FOR,FOR,2/3,follows_consensus,exact
064760,티씨케이,director_compensation,FOR,FOR,22/22,follows_consensus,exact
214450,파마리서치,financial_statements,FOR,FOR,6/6,follows_consensus,exact
214450,파마리서치,director_election,FOR,FOR,34/34,follows_consensus,exact
214450,파마리서치,audit_committee_election,FOR,FOR,16/16,follows_consensus,exact
347850,디앤디파마텍,financial_statements,FOR,FOR,3/3,follows_consensus,exact
347850,디앤디파마텍,director_election,FOR,FOR,7/7,follows_consensus,exact
347850,디앤디파마텍,audit_committee_election,FOR,FOR,3/5,follows_consensus,exact
347850,디앤디파마텍,director_compensation,FOR,FOR,5/8,follows_consensus,exact
347850,디앤디파마텍,other,FOR,,,no_data,exact
222800,심텍,financial_statements,FOR,FOR,3/4,follows_consensus,exact
222800,심텍,articles_amendment,FOR,FOR,13/25,follows_consensus,exact
222800,심텍,other,FOR,,,no_data,exact
222800,심텍,audit_committee_election,FOR,AGAINST,1/1,unique,exact
222800,심텍,director_compensation,FOR,FOR,16/16,follows_consensus,exact
145020,휴젤,financial_statements,FOR,FOR,1/2,follows_consensus,exact
145020,휴젤,director_election,FOR,FOR,14/16,follows_consensus,exact
145020,휴젤,audit_committee_election,FOR,FOR,9/11,follows_consensus,exact
083650,비에이치아이,financial_statements,FOR,FOR,2/2,follows_consensus,exact
083650,비에이치아이,director_election,FOR,FOR,6/10,follows_consensus,exact
083650,비에이치아이,director_compensation,FOR,FOR,2/4,follows_consensus,exact
237690,에스티팜,financial_statements,FOR,FOR,4/4,follows_consensus,exact
237690,에스티팜,articles_amendment,FOR,FOR,5/6,follows_consensus,exact
237690,에스티팜,director_election,FOR,FOR,10/10,follows_consensus,exact
237690,에스티팜,audit_committee_election,FOR,FOR,6/6,follows_consensus,exact
237690,에스티팜,other,FOR,FOR,2/2,follows_consensus,exact
237690,에스티팜,director_compensation,FOR,FOR,12/17,follows_consensus,exact
084370,유진테크,financial_statements,FOR,AGAINST,2/3,aligns_with_outlier,exact
084370,유진테크,director_election,FOR,FOR,5/5,follows_consensus,exact
084370,유진테크,director_compensation,FOR,FOR,10/12,follows_consensus,exact
084370,유진테크,other,FOR,,,no_data,exact
005290,동진쎄미켐,financial_statements,FOR,FOR,4/4,follows_consensus,exact
005290,동진쎄미켐,director_election,FOR,FOR,12/12,follows_consensus,exact
005290,동진쎄미켐,director_compensation,FOR,FOR,16/18,follows_consensus,exact
058610,에스피지,financial_statements,FOR,FOR,3/3,follows_consensus,exact
058610,에스피지,director_election,FOR,FOR,2/3,follows_consensus,exact
058610,에스피지,director_compensation,FOR,FOR,10/13,follows_consensus,exact
098460,고영,financial_statements,FOR,FOR,2/2,follows_consensus,exact
098460,고영,articles_amendment,FOR,FOR,5/5,follows_consensus,exact
098460,고영,director_election,FOR,FOR,12/12,follows_consensus,exact
098460,고영,audit_committee_election,FOR,AGAINST,1/1,unique,exact
098460,고영,director_compensation,FOR,FOR,6/8,follows_consensus,exact
257720,실리콘투,financial_statements,FOR,FOR,3/3,follows_consensus,exact
257720,실리콘투,articles_amendment,FOR,FOR,50/50,follows_consensus,exact
257720,실리콘투,director_election,FOR,FOR,37/40,follows_consensus,exact
257720,실리콘투,audit_committee_election,FOR,FOR,18/20,follows_consensus,exact
031980,피에스케이홀딩스,financial_statements,FOR,FOR,1/1,follows_consensus,exact
031980,피에스케이홀딩스,director_election,FOR,FOR,9/10,follows_consensus,exact
031980,피에스케이홀딩스,audit_committee_election,FOR,FOR,2/2,follows_consensus,exact
031980,피에스케이홀딩스,director_compensation,FOR,FOR,8/12,follows_consensus,exact
140410,메지온,financial_statements,FOR,FOR,1/1,follows_consensus,exact
140410,메지온,articles_amendment,FOR,FOR,3/3,follows_consensus,exact
140410,메지온,director_election,FOR,FOR,6/6,follows_consensus,exact
140410,메지온,director_compensation,FOR,FOR,8/8,follows_consensus,exact
067310,하나마이크론,financial_statements,FOR,FOR,4/4,follows_consensus,exact
067310,하나마이크론,other,FOR,FOR,4/5,follows_consensus,exact
067310,하나마이크론,director_election,FOR,FOR,17/19,follows_consensus,exact
067310,하나마이크론,director_compensation,FOR,FOR,13/16,follows_consensus,exact
082920,비츠로셀,financial_statements,FOR,FOR,1/1,follows_consensus,exact
082920,비츠로셀,articles_amendment,FOR,FOR,2/2,follows_consensus,exact
082920,비츠로셀,other,FOR,,,no_data,exact
082920,비츠로셀,audit_committee_election,FOR,FOR,2/3,follows_consensus,exact
082920,비츠로셀,director_election,FOR,FOR,3/4,follows_consensus,exact
319660,피에스케이,financial_statements,FOR,FOR,3/3,follows_consensus,exact
319660,피에스케이,director_election,FOR,FOR,19/19,follows_consensus,exact
319660,피에스케이,audit_committee_election,FOR,AGAINST,2/3,aligns_with_outlier,exact
319660,피에스케이,director_compensation,FOR,FOR,16/24,follows_consensus,exact
131970,두산테스나,financial_statements,FOR,FOR,3/3,follows_consensus,exact
131970,두산테스나,director_election,FOR,FOR,11/11,follows_consensus,exact
131970,두산테스나,audit_committee_election,FOR,FOR,8/9,follows_consensus,exact
030530,원익홀딩스,financial_statements,FOR,FOR,1/1,follows_consensus,exact
030530,원익홀딩스,director_election,FOR,FOR,2/2,follows_consensus,exact
030530,원익홀딩스,audit_committee_election,FOR,AGAINST,1/1,unique,exact
030530,원익홀딩스,director_compensation,FOR,FOR,1/2,follows_consensus,exact
218410,RFHIC,financial_statements,FOR,FOR,3/3,follows_consensus,exact
218410,RFHIC,articles_amendment,FOR,FOR,4/7,follows_consensus,exact
218410,RFHIC,director_compensation,FOR,FOR,17/23,follows_consensus,exact
218410,RFHIC,other,FOR,FOR,1/1,follows_consensus,exact
304100,솔트룩스,financial_statements,FOR,FOR,2/2,follows_consensus,exact
304100,솔트룩스,director_election,FOR,,,no_data,exact
304100,솔트룩스,director_compensation,FOR,FOR,4/4,follows_consensus,exact
083450,GST,financial_statements,FOR,FOR,1/1,follows_consensus,exact
083450,GST,articles_amendment,FOR,AGAINST,1/1,unique,exact
083450,GST,director_election,FOR,FOR,2/2,follows_consensus,exact
083450,GST,director_compensation,FOR,FOR,3/4,follows_consensus,exact
083450,GST,other,FOR,,,no_data,exact
0030R0,대신밸류리츠,financial_statements,FOR,FOR,1/1,follows_consensus,exact
0030R0,대신밸류리츠,cash_dividend,FOR,FOR,1/1,follows_consensus,exact
0030R0,대신밸류리츠,director_compensation,FOR,FOR,2/2,follows_consensus,exact
0030R0,대신밸류리츠,other,FOR,,,no_data,exact
114840,아이패밀리에스씨,financial_statements,FOR,,,no_data,exact
114840,아이패밀리에스씨,director_election,FOR,FOR,4/4,follows_consensus,exact
114840,아이패밀리에스씨,other,FOR,,,no_data,exact
114840,아이패밀리에스씨,director_compensation,FOR,FOR,3/4,follows_consensus,exact
085670,뉴프렉스,financial_statements,FOR,,,no_data,exact
085670,뉴프렉스,director_compensation,FOR,FOR,1/2,follows_consensus,exact
294090,이오플로우,financial_statements,AGAINST,,,no_data,exact
294090,이오플로우,articles_amendment,FOR,AGAINST,7/10,aligns_with_outlier,exact
294090,이오플로우,director_compensation,AGAINST,AGAINST,2/3,follows_consensus,exact
294090,이오플로우,director_election,FOR,FOR,3/3,follows_consensus,exact
